tdp,runTime,cores,memory,carbonEmission,coreType_GPU
13.8,5705.235563,298,1134.2,19582395.94,0
11.9,5707.055386,300,1134.4,17246044.86,0
15.8,5708.284148,302,1134.6,22441558.18,0
15.6,5710.093163,304,1134.8,22322794.38,0
16.3,5710.252306,306,1135.0,23384347.72,0
16.3,5710.613562,308,1135.2,23527053.97,0
7.5,5712.567592,310,1135.4,11881289.61,0
10.8,5714.040629,312,1135.6,16402391.06,0
10.8,5715.64764,314,1135.8,16500768.9,0
16.3,5716.192492,316,1136.0,24115497.77,0
3.8,5718.046276,318,1136.2,7061485.684,0
10.8,5718.080936,320,1136.4,16789208.01,0
15.8,5718.608953,322,1136.6,23853112.05,0
13.1,5719.183117,324,1136.8,20205852.37,0
8.1,5720.468873,326,1137.0,13266754.9,0
13.1,5722.099438,328,1137.2,20443741.65,0
10.4,5723.606406,330,1137.4,16703075.74,0
6.6,5724.818535,332,1137.6,11330567.13,0
7.8,5725.911185,334,1137.8,13127251.06,0
4.4,5727.388287,336,1138.0,8246360.45,0
10.5,5727.833782,338,1138.2,17223930.65,0
14.4,5729.81649,340,1138.4,23071843.18,0
14.4,5731.365325,342,1138.6,23203335.64,0
11.5,5731.404176,344,1138.8,19001190.48,0
10.0,5731.957214,346,1139.0,16851506.28,0
7.5,5732.730794,348,1139.2,13165975.58,0
13.0,5734.449039,350,1139.4,21590378.37,0
11.3,5735.869907,352,1139.6,19111062.5,0
6.7,5737.437364,354,1139.8,12143363.17,0
8.1,5738.595174,356,1140.0,14369096.04,0
8.1,5738.760006,358,1140.2,14440197.68,0
6.6,5740.147155,360,1140.4,12168316.76,0
10.5,5741.236958,362,1140.6,18363163.54,0
11.9,5741.88785,364,1140.8,20671506.43,0
14.4,5743.590534,366,1141.0,24759105.78,0
10.3,5744.208082,368,1141.2,18327553.07,0
6.8,5744.261667,370,1141.4,12787336.73,0
9.4,5745.663787,372,1141.6,17056048.8,0
7.5,5747.125946,374,1141.8,14051473.4,0
7.5,5748.887361,376,1142.0,14121372.2,0
6.3,5749.838388,378,1142.2,12215279.18,0
10.0,5751.703474,380,1142.4,18395205.93,0
3.8,5752.649616,382,1142.6,8173504.119,0
7.1,5753.840436,384,1142.8,13727213.05,0
23.8,5755.082597,386,1143.0,41871305.42,0
15.8,5756.537835,388,1143.2,28565503.06,0
11.3,5758.262438,390,1143.4,21063293.71,0
7.5,5760.043426,392,1143.6,14674531.53,0
4.2,5761.724239,394,1143.8,9074485.607,0
15.0,5762.371747,396,1144.0,27765339.94,0
17.5,5764.037234,398,1144.2,32245426.18,0
23.8,5765.267186,400,1144.4,43401631.04,0
16.3,5766.907128,1,1144.6,1932156.092,0
15.5,5768.097096,2,1144.8,1997056.441,0
22.8,5770.025728,4,1145.0,2260955.102,0
22.8,5770.60383,6,1145.2,2460671.384,0
16.3,5771.48702,8,1145.4,2433416.257,0
16.3,5772.869375,10,1145.6,2576765.565,0
10.8,5774.338042,12,1145.8,2431773.152,0
10.8,5775.078497,14,1146.0,2526824.795,0
10.8,5775.527321,16,1146.2,2621768.348,0
10.8,5777.110006,18,1146.4,2717259.937,0
15.8,5778.464432,20,1146.6,3250051.262,0
19.3,5778.833762,22,1146.8,3725586.98,0
21.0,5779.107305,24,1147.0,4073390.812,0
10.8,5779.467453,26,1147.2,3097616.01,0
10.8,5779.705913,28,1147.4,3192559.541,0
15.8,5779.860402,30,1147.6,3943659.992,0
8.1,5781.063812,32,1147.8,3004937.524,0
15.6,5782.514822,34,1148.0,4192966.583,0
21.7,5783.046772,36,1148.2,5291444.393,0
23.8,5784.921958,38,1148.4,5832914.7,0
15.8,5785.404836,40,1148.6,4640931.2,0
8.1,5786.069301,42,1148.8,3363897.584,0
11.9,5786.591764,44,1149.0,4167772.037,0
12.5,5787.025023,46,1149.2,4393545.923,0
10.5,5787.373485,48,1149.4,4083133.227,0
16.5,5789.056575,50,1149.6,5491142.673,0
13.8,5790.457304,52,1149.8,5022099.469,0
11.9,5790.713192,54,1150.0,4693933.43,0
15.8,5791.008205,56,1150.2,5756081.865,0
15.6,5791.58897,58,1150.4,5844656.156,0
16.3,5791.873029,60,1150.6,6166159.013,0
16.3,5793.781119,62,1150.8,6311474.037,0
7.5,5795.439391,64,1151.0,3986163.747,0
10.8,5797.410072,66,1151.2,5009355.895,0
10.8,5798.920127,68,1151.4,5105791.617,0
16.3,5800.573546,70,1151.6,6892679.828,0
3.8,5801.917115,72,1151.8,3085555.248,0
10.8,5802.016965,74,1152.0,5394063.506,0
15.8,5803.955533,76,1152.2,7160374.76,0
13.1,5805.723788,78,1152.4,6376318.055,0
8.1,5807.596289,80,1152.6,4735612.436,0
13.1,5808.00582,82,1152.8,6609827.057,0
10.4,5808.613714,84,1153.0,5728926.872,0
6.6,5809.641143,86,1153.2,4384728.855,0
7.8,5811.205611,88,1153.4,4908763.669,0
4.4,5812.473548,90,1153.6,3632597.06,0
10.5,5813.477516,92,1153.8,6141603.468,0
14.4,5814.910557,94,1154.0,7849340.472,0
14.4,5815.913736,96,1154.2,7977798.262,0
11.5,5816.692203,98,1154.4,6854789.746,0
10.0,5817.318153,100,1154.6,6296674.858,0
7.5,5817.744134,102,1154.8,5262684.01,0
13.0,5819.497482,104,1155.0,7850125.495,0
11.3,5821.29602,106,1155.2,7173473.514,0
6.7,5822.86496,108,1155.4,5085843.408,0
8.1,5824.124759,110,1155.6,5825196.199,0
8.1,5824.453321,112,1155.8,5897269.28,0
6.6,5824.815294,114,1156.0,5215501.945,0
10.5,5826.224063,116,1156.2,7270265.57,0
11.9,5827.136922,118,1156.4,8092954.999,0
14.4,5828.415224,120,1156.6,9523468.95,0
10.3,5830.116186,122,1156.8,7446438.168,0
6.8,5831.771157,124,1157.0,5624159.741,0
9.4,5832.854564,126,1157.2,7131848.155,0
7.5,5834.638225,128,1157.4,6143383.899,0
7.5,5835.802506,130,1157.6,6211193.66,0
6.3,5836.132024,132,1157.8,5578441.754,0
10.0,5838.096645,134,1158.0,7827127.805,0
3.8,5839.861249,136,1158.2,4191230.334,0
7.1,5840.993871,138,1158.4,6239256.794,0
23.8,5841.904827,140,1158.6,16641060.29,0
15.8,5843.753332,142,1158.8,11832656.94,0
11.3,5843.903612,144,1159.0,9106880.463,0
7.5,5844.58793,146,1159.2,6754017.081,0
4.2,5845.198836,148,1159.4,4660684.222,0
15.0,5845.800622,150,1159.6,11866438.03,0
17.5,5845.917098,152,1159.8,13681107.54,0
23.8,5847.113345,154,1160.0,18132797.6,0
16.3,5847.912566,156,1160.2,13167691.89,0
15.5,5848.208305,158,1160.4,12753493.43,0
22.8,5849.713591,160,1160.6,18065697.64,0
22.8,5850.521183,162,1160.8,18270444.23,0
16.3,5852.096745,164,1161.0,13756016.6,0
16.3,5853.60124,166,1161.2,13904316.1,0
10.8,5855.157373,168,1161.4,9957982.022,0
10.8,5856.200629,170,1161.6,10055826.92,0
10.8,5856.917214,172,1161.8,10153139.76,0
10.8,5856.937787,174,1162.0,10249258.13,0
15.8,5858.446829,176,1162.2,14250037.2,0
19.3,5859.96551,178,1162.4,17157392.97,0
21.0,5860.040324,180,1162.6,18686357.89,0
10.8,5860.542931,182,1162.8,10640134.3,0
10.8,5861.923559,184,1163.0,10738805.4,0
15.8,5862.812331,186,1163.2,14963422.72,0
8.1,5863.931836,188,1163.4,8682009.727,0
15.6,5865.175119,190,1163.6,15081982.92,0
21.7,5865.459972,192,1163.8,20421021.7,0
23.8,5866.056107,194,1164.0,22424928.25,0
15.8,5867.313459,196,1164.2,15678217.22,0
8.1,5868.082971,198,1164.4,9049565.206,0
11.9,5868.685316,200,1164.6,12498608.64,0
12.5,5869.44476,202,1164.8,13144712.26,0
10.5,5870.424791,204,1165.0,11445495.59,0
16.5,5871.542917,206,1165.2,17034162.61,0
13.8,5872.997943,208,1165.4,14689014.31,0
11.9,5873.483193,210,1165.6,13039497.98,0
15.8,5873.607051,212,1165.8,16821531.88,0
15.6,5874.510463,214,1166.0,16774652.04,0
16.3,5875.265884,216,1166.2,17588246.96,0
16.3,5876.062583,218,1166.4,17735950.47,0
7.5,5876.615104,220,1166.6,9271860.143,0
10.8,5878.143152,222,1166.8,12600700.08,0
10.8,5879.199411,224,1167.0,12699412.24,0
16.3,5879.708189,226,1167.2,18328588.77,0
3.8,5880.809638,228,1167.4,5791960.228,0
10.8,5880.929809,230,1167.6,12992578.89,0
15.8,5881.270037,232,1167.8,18253436.86,0
13.1,5881.41231,234,1168.0,15582414.92,0
8.1,5882.827966,236,1168.2,10449111.06,0
13.1,5883.218245,238,1168.4,15821193.76,0
10.4,5883.898662,240,1168.6,13054237.46,0
6.6,5884.177299,242,1168.8,9052291.038,0
7.8,5885.417241,244,1169.0,10417619.47,0
4.4,5885.712333,246,1169.2,6762004.502,0
10.5,5886.844889,248,1169.4,13543308.79,0
14.4,5888.73857,250,1169.6,17987222.38,0
14.4,5889.083559,252,1169.8,18116978.88,0
11.5,5890.621133,254,1170.0,14966330.44,0
10.0,5892.474534,256,1170.2,13361354.67,0
7.5,5893.587253,258,1170.4,10576258.25,0
13.0,5895.57198,260,1170.6,17028067.75,0
11.3,5895.73309,262,1170.8,15157357.14,0
6.7,5896.992779,264,1171.0,9841566.581,0
8.1,5897.158909,266,1171.2,11564166.23,0
8.1,5898.359804,268,1171.4,11639175.98,0
6.6,5898.6527,270,1171.6,9904266.824,0
10.5,5898.711998,272,1171.8,14699681.34,0
11.9,5899.472749,274,1172.0,16508520.65,0
14.4,5900.73721,276,1172.2,19700318.63,0
10.3,5902.387031,278,1172.4,14742896.67,0
6.8,5903.937501,280,1172.6,10459968.86,0
9.4,5904.96659,282,1172.8,13799825.01,0
7.5,5905.094966,284,1173.0,11472777.32,0
7.5,5905.642566,286,1173.2,11541221.95,0
6.3,5905.892713,288,1173.4,10064249.68,0
10.0,5907.316749,290,1173.6,14920851.43,0
3.8,5908.692349,292,1173.8,6917711.563,0
7.1,5910.552236,294,1174.0,11294472.64,0
23.8,5911.805044,296,1174.2,33479143.94,0
15.8,5913.701534,298,1174.4,23032614.75,0
11.3,5915.311246,300,1174.6,17136522.92,0
7.5,5916.837204,302,1174.8,12103166.82,0
4.2,5917.836154,304,1175.0,7679320.571,0
15.0,5918.400115,306,1175.2,22521876.43,0
17.5,5918.704516,308,1175.4,26107155.48,0
23.8,5919.365932,310,1175.6,35017112.52,0
16.3,5920.211619,312,1175.8,24750492.74,0
15.5,5920.602353,314,1176.0,23772876.33,0
22.8,5921.237813,316,1176.2,34252965.66,0
22.8,5922.068272,318,1176.4,34462495.55,0
16.3,5923.150569,320,1176.6,25348711.59,0
16.3,5923.407535,322,1176.8,25496300.67,0
10.8,5923.478488,324,1177.0,17653772.84,0
10.8,5924.665411,326,1177.2,17754504.01,0
10.8,5926.606015,328,1177.4,17857545.05,0
10.8,5926.728689,330,1177.6,17955142.31,0
15.8,5928.590577,332,1177.8,25506820.03,0
19.3,5929.63357,334,1178.0,30899941.27,0
21.0,5930.494041,336,1178.2,33641942.66,0
10.8,5931.429094,338,1178.4,18358601.21,0
10.8,5933.15049,340,1178.6,18461262.15,0
15.8,5933.803116,342,1178.8,26240522.62,0
8.1,5934.538299,344,1179.0,14488384.25,0
15.6,5935.142067,346,1179.2,26220160.03,0
21.7,5936.199404,348,1179.4,35903034.36,0
23.8,5936.682751,350,1179.6,39403909.11,0
15.8,5938.515588,352,1179.8,26973203.51,0
8.1,5940.206743,354,1180.0,14868074.43,0
11.9,5940.633922,356,1180.2,21024956.52,0
12.5,5941.047296,358,1180.4,22099653.89,0
10.5,5941.647735,360,1180.6,18976738.72,0
16.5,5942.024139,362,1180.8,28841038.59,0
13.8,5943.858677,364,1181.0,24577344.18,0
11.9,5945.72129,366,1181.2,21580159.6,0
15.8,5947.429298,368,1181.4,28154345.99,0
15.6,5947.478656,370,1181.6,27964050.89,0
16.3,5947.881148,372,1181.8,29279008.51,0
16.3,5948.138472,374,1182.0,29427376.19,0
7.5,5950.1341,376,1182.2,14683145.86,0
10.8,5951.78371,378,1182.4,20374374.59,0
10.8,5953.215729,380,1182.6,20476938.87,0
16.3,5954.59186,382,1182.8,30048345.5,0
3.8,5955.892069,384,1183.0,8564374.904,0
10.8,5957.43463,386,1183.2,20784644.45,0
15.8,5958.592762,388,1183.4,29635688.3,0
13.1,5960.519667,390,1183.6,25037681.85,0
8.1,5961.681208,392,1183.8,16317085.35,0
13.1,5962.648433,394,1184.0,25283777.23,0
10.4,5963.367817,396,1184.2,20579543.46,0
6.6,5963.617389,398,1184.4,13848065.47,0
7.8,5963.920015,400,1184.6,16075387.72,0
4.4,5965.045821,1,1184.8,2012421.654,0
10.5,5965.879078,2,1185.0,2087995.458,0
14.4,5965.968167,4,1185.2,2253630.58,0
14.4,5966.897071,6,1185.4,2384384.764,0
11.5,5968.600319,8,1185.6,2410699.932,0
10.0,5970.005185,10,1185.8,2447752.482,0
7.5,5971.36772,12,1186.0,2403451.909,0
13.0,5971.866832,14,1186.2,2819826.874,0
11.3,5973.609495,16,1186.4,2815561.021,0
6.7,5975.213475,18,1186.6,2544399.214,0
8.1,5975.402812,20,1186.8,2732054.376,0
8.1,5976.97087,22,1187.0,2806394.457,0
6.6,5977.709597,24,1187.2,2717495.395,0
10.5,5979.082162,26,1187.4,3237071.04,0
11.9,5979.63001,28,1187.6,3510160.798,0
14.4,5980.924154,30,1187.8,3958508.176,0
10.3,5981.065593,32,1188.0,3495381.067,0
6.8,5981.2661,34,1188.2,3050370.335,0
9.4,5982.07028,36,1188.4,3536486.546,0
7.5,5982.248021,38,1188.6,3295142.913,0
7.5,5983.70444,40,1188.8,3364216.503,0
6.3,5984.950516,42,1189.0,3204897.028,0
10.0,5986.540574,44,1189.2,4000837.01,0
3.8,5987.946972,46,1189.4,2800190.569,0
7.1,5989.805464,48,1189.6,3553966.452,0
23.8,5990.455547,50,1189.8,7404997.079,0
15.8,5991.6438,52,1190.0,5736131.956,0
11.3,5993.400578,54,1190.2,4779184.407,0
7.5,5994.287797,56,1190.4,3917303.714,0
4.2,5994.877544,58,1190.6,3117632.028,0
15.0,5995.153335,60,1190.8,6096591.562,0
17.5,5995.867452,62,1191.0,6937211.119,0
23.8,5995.93286,64,1191.2,8926258.029,0
16.3,5996.992585,66,1191.4,6897430.515,0
15.5,5998.200795,68,1191.6,6800188.481,0
22.8,5998.346507,70,1191.8,9261378.903,0
22.8,6000.043065,72,1192.0,9471419.839,0
16.3,6001.615931,74,1192.2,7496442.075,0
16.3,6003.075041,76,1192.4,7646724.197,0
10.8,6003.183508,78,1192.6,5846088.522,0
10.8,6004.017623,80,1192.8,5945396.353,0
10.8,6005.86546,82,1193.0,6045752.007,0
10.8,6006.270835,84,1193.2,6144692.582,0
15.8,6006.480802,86,1193.4,8198296.256,0
19.3,6007.039779,88,1193.6,9743420.794,0
21.0,6007.822561,90,1193.8,10616269.9,0
10.8,6008.852596,92,1194.0,6541633.289,0
10.8,6009.875048,94,1194.2,6641338.032,0
15.8,6011.775761,96,1194.4,8926146.331,0
8.1,6012.017372,98,1194.6,5636933.734,0
15.6,6013.637979,100,1194.8,9126218.04,0
21.7,6013.973704,102,1195.0,12101239.41,0
23.8,6015.797052,104,1195.2,13297280.76,0
15.8,6016.625801,106,1195.4,9654551.865,0
8.1,6018.112865,108,1195.6,6013298.527,0
11.9,6019.577209,110,1195.8,7993351.908,0
12.5,6021.278619,112,1196.0,8410671.366,0
10.5,6021.51221,114,1196.2,7486155.248,0
16.5,6023.361773,116,1196.4,10757558.9,0
13.8,6024.283581,118,1196.6,9457310.562,0
11.9,6026.245279,120,1196.8,8546679.744,0
15.8,6027.727189,122,1197.0,10828421.68,0
15.6,6027.821255,124,1197.2,10859954.35,0
16.3,6028.672815,126,1197.4,11406646.65,0
16.3,6030.329771,128,1197.6,11558915.34,0
7.5,6031.880597,130,1197.8,6488249.074,0
10.8,6033.164087,132,1198.0,8547574.183,0
10.8,6035.041512,134,1198.2,8649238.541,0
16.3,6035.321979,136,1198.4,12165512.7,0
3.8,6035.945919,138,1198.6,4435430.324,0
10.8,6037.421544,140,1198.8,8949780.132,0
15.8,6038.354971,142,1199.0,12295131.71,0
13.1,6040.253441,144,1199.2,10666315.49,0
8.1,6040.922035,146,1199.4,7449896.113,0
13.1,6042.473244,148,1199.6,10910563.57,0
10.4,6042.542239,150,1199.8,9178600.841,0
6.6,6042.703773,152,1200.0,6632614.302,0
7.8,6043.006896,154,1200.2,7538903.206,0
4.4,6044.688308,156,1200.4,5186086.394,0
10.5,6046.206359,158,1200.6,9638577.804,0
14.4,6046.981042,160,1200.8,12592204.76,0
14.4,6047.174441,162,1201.0,12724765.2,0
11.5,6047.505963,164,1201.2,10680701.65,0
10.0,6049.372376,166,1201.4,9649567.985,0
7.5,6050.097173,168,1201.6,7819392.556,0
13.0,6051.133575,170,1201.8,12172041.19,0
11.3,6052.068979,172,1202.0,10953972.42,0
6.7,6053.07474,174,1202.2,7392693.615,0
8.1,6054.086846,176,1202.4,8584727.038,0
8.1,6055.512962,178,1202.6,8661339.884,0
6.6,6056.361292,180,1202.8,7499495.117,0
10.5,6057.607562,182,1203.0,10816238.23,0
11.9,6058.864488,184,1203.2,12096432.98,0
14.4,6059.620089,186,1203.4,14340110.4,0
10.3,6060.006239,188,1203.6,10938048.06,0
6.8,6060.383569,190,1203.8,7983229.089,0
9.4,6060.959882,192,1204.0,10336750.56,0
7.5,6062.887025,194,1204.2,8735195.119,0
7.5,6064.296532,196,1204.4,8806416.771,0
6.3,6065.670072,198,1204.6,7786803.809,0
10.0,6067.070986,200,1204.8,11244905.3,0
3.8,6067.834761,202,1205.0,5586734.189,0
7.1,6068.325047,204,1205.2,8714427.259,0
23.8,6069.687345,206,1205.4,24586271.14,0
15.8,6069.757153,208,1205.6,17161054.33,0
11.3,6069.951293,210,1205.8,12965595.04,0
7.5,6071.065135,212,1206.0,9370390.855,0
4.2,6071.480556,214,1206.2,6195057.123,0
15.0,6072.03267,216,1206.4,16955613.06,0
17.5,6072.991894,218,1206.6,19601627.48,0
23.8,6074.024274,220,1206.8,26138053.67,0
16.3,6075.580566,222,1207.0,18707528.61,0
15.5,6076.535767,224,1207.2,18036570.8,0
22.8,6078.339112,226,1207.4,25774883.35,0
22.8,6078.498794,228,1207.6,25985694.15,0
16.3,6079.338524,230,1207.8,19320482.39,0
16.3,6079.7675,232,1208.0,19472201.94,0
10.8,6081.729259,234,1208.2,13704669.94,0
10.8,6083.348516,236,1208.4,13808115.77,0
10.8,6084.617574,238,1208.6,13910814.08,0
10.8,6086.294501,240,1208.8,14014493.21,0
15.8,6086.981871,242,1209.0,19690522.34,0
19.3,6087.288765,244,1209.2,23772110.94,0
21.0,6087.810841,246,1209.4,25879302.47,0
10.8,6089.198687,248,1209.6,14420752.22,0
10.8,6091.117527,250,1209.8,14525220.92,0
15.8,6091.9513,252,1210.0,20436831.2,0
8.1,6092.005591,254,1210.2,11565060.47,0
15.6,6092.501673,256,1210.4,20494699.96,0
21.7,6094.499924,258,1210.6,27905292.33,0
23.8,6095.549463,260,1210.8,30629687.82,0
15.8,6095.624422,262,1211.0,21179827.29,0
8.1,6097.387107,264,1211.2,11950808.75,0
11.9,6098.688438,266,1211.4,16694293.58,0
12.5,6099.209859,268,1211.6,17548243.78,0
10.5,6100.809969,270,1211.8,15175145.45,0
16.5,6102.640541,272,1212.0,22815168.44,0
13.8,6104.61966,274,1212.2,19557178.64,0
11.9,6106.406867,276,1212.4,17267137.67,0
15.8,6106.620194,278,1212.6,22389220.03,0
15.6,6108.174891,280,1212.8,22282459.97,0
16.3,6109.387285,282,1213.0,23344286.71,0
16.3,6109.920675,284,1213.2,23497426.77,0
7.5,6110.103176,286,1213.4,12010044.31,0
10.8,6111.057712,288,1213.6,16477550.48,0
10.8,6111.364015,290,1213.8,16578632.94,0
16.3,6111.443872,292,1214.0,24107843.12,0
3.8,6112.53912,294,1214.2,7261153.266,0
10.8,6112.910789,296,1214.4,16883674.75,0
15.8,6113.872156,298,1214.6,23881530.69,0
13.1,6113.908446,300,1214.8,20279987.44,0
8.1,6114.599059,302,1215.0,13415593.88,0
13.1,6115.962733,304,1215.2,20530052.66,0
10.4,6117.777319,306,1215.4,16832162.92,0
6.6,6119.183334,308,1215.6,11512036.69,0
7.8,6120.823482,310,1215.8,13299988.47,0
4.4,6122.18625,312,1216.0,8460105.197,0
10.5,6123.462371,314,1216.2,17380323.44,0
14.4,6124.044124,316,1216.4,23192017.71,0
14.4,6124.264126,318,1216.6,23326693.33,0
11.5,6126.233421,320,1216.8,19165122.2,0
10.0,6127.375597,322,1217.0,17035711.69,0
7.5,6127.441891,324,1217.2,13372440.91,0
13.0,6129.179738,326,1217.4,21763959.19,0
11.3,6129.631849,328,1217.6,19299615.91,0
6.7,6129.675238,330,1217.8,12362320.47,0
8.1,6131.167157,332,1218.0,14584782.2,0
8.1,6132.46291,334,1218.2,14663402.99,0
6.6,6133.225736,336,1218.4,12401156.48,0
10.5,6134.065704,338,1218.6,18584539.06,0
11.9,6134.573296,340,1218.8,20894053.42,0
14.4,6136.164967,342,1219.0,24981253.02,0
10.3,6136.60533,344,1219.2,18566332.5,0
6.8,6137.774858,346,1219.4,13040162.52,0
9.4,6138.102239,348,1219.6,17307898.51,0
7.5,6140.041863,350,1219.8,14310655.26,0
7.5,6141.826304,352,1220.0,14384889.74,0
6.3,6143.074418,354,1220.2,12482772.06,0
10.0,6143.188241,356,1220.4,18666441.47,0
3.8,6143.721406,358,1220.6,8440171.428,0
7.1,6145.330675,360,1220.8,14003777.47,0
23.8,6147.054112,362,1221.0,42200742.36,0
15.8,6148.751991,364,1221.2,28882253.34,0
11.3,6149.087431,366,1221.4,21365934.0,0
7.5,6150.160326,368,1221.6,14965773.43,0
4.2,6150.798322,370,1221.8,9353260.062,0
15.0,6152.591306,372,1222.0,28104438.44,0
17.5,6153.737466,374,1222.2,32604628.92,0
23.8,6155.464494,376,1222.4,43813267.06,0
16.3,6156.025195,378,1222.6,30830115.25,0
15.5,6157.122223,380,1222.8,29571181.83,0
22.8,6157.402524,382,1223.0,42713335.74,0
22.8,6158.925008,384,1223.2,42936811.09,0
16.3,6159.136658,386,1223.4,31454974.19,0
16.3,6160.353908,388,1223.6,31613539.93,0
10.8,6162.051957,390,1223.8,21770541.29,0
10.8,6162.236757,392,1224.0,21872285.31,0
10.8,6163.476411,394,1224.2,21977796.8,0
10.8,6164.891412,396,1224.4,22083977.1,0
15.8,6165.291623,398,1224.6,31472628.07,0
19.3,6166.532792,400,1224.8,38161031.71,0
21.0,6167.471835,1,1225.0,2228104.319,0
10.8,6168.283167,2,1225.2,2231546.42,0
10.8,6170.227851,4,1225.4,2333472.176,0
15.8,6172.210493,6,1225.6,2575624.913,0
8.1,6172.708016,8,1225.8,2436021.093,0
15.6,6173.618095,10,1226.0,2862876.052,0
21.7,6174.652211,12,1226.2,3351612.444,0
23.8,6174.808905,14,1226.4,3692281.816,0
15.8,6176.417071,16,1226.6,3317738.549,0
8.1,6176.993142,18,1226.8,2818147.061,0
11.9,6178.479878,20,1227.0,3250333.381,0
12.5,6179.94177,22,1227.2,3424516.87,0
10.5,6181.050982,24,1227.4,3317879.206,0
16.5,6181.231656,26,1227.6,4146407.647,0
13.8,6182.926722,28,1227.8,3948537.38,0
11.9,6183.695541,30,1228.0,3811776.243,0
15.8,6184.823324,32,1228.2,4508439.517,0
15.6,6184.844473,34,1228.4,4624896.672,0
16.3,6185.037548,36,1228.6,4889415.981,0
16.3,6186.872937,38,1228.8,5043871.92,0
7.5,6187.352815,40,1229.0,3548840.268,0
10.8,6188.894173,42,1229.2,4269571.673,0
10.8,6189.465245,44,1229.4,4371503.443,0
16.3,6191.207258,46,1229.6,5659854.34,0
3.8,6191.845689,48,1229.8,3001685.14,0
10.8,6192.096144,50,1230.0,4678104.48,0
15.8,6192.773074,52,1230.2,5998872.159,0
13.1,6194.25692,54,1230.4,5465255.754,0
8.1,6195.539744,56,1230.6,4276601.746,0
13.1,6197.068249,58,1230.8,5714213.146,0
10.4,6197.834208,60,1231.0,5078231.016,0
6.6,6198.735489,62,1231.2,4071545.551,0
7.8,6198.736717,64,1231.4,4494147.424,0
4.4,6199.723129,66,1231.6,3515432.717,0
10.5,6201.151103,68,1231.8,5504763.401,0
14.4,6203.13718,70,1232.0,6887210.436,0
14.4,6203.959466,72,1232.2,7023707.565,0
11.5,6204.069319,74,1232.4,6151717.016,0
10.0,6205.383518,76,1232.6,5725969.007,0
7.5,6206.505972,78,1232.8,4905280.993,0
13.0,6207.803579,80,1233.0,7044495.127,0
11.3,6208.179591,82,1233.2,6512424.465,0
6.7,6210.1335,84,1233.4,4804851.635,0
8.1,6210.897812,86,1233.6,5434772.048,0
8.1,6211.602062,88,1233.8,5511901.573,0
6.6,6211.728339,90,1234.0,4953823.693,0
10.5,6212.994234,92,1234.2,6704504.244,0
11.9,6213.365973,94,1234.4,7422896.356,0
14.4,6213.627233,96,1234.6,8664198.116,0
10.3,6213.945755,98,1234.8,6910700.872,0
6.8,6214.585178,100,1235.0,5362370.529,0
9.4,6216.460078,102,1235.2,6676120.213,0
7.5,6216.791285,104,1235.4,5835510.089,0
7.5,6217.55549,106,1235.6,5907166.925,0
6.3,6217.885451,108,1235.8,5368503.143,0
10.0,6217.920873,110,1236.0,7343607.447,0
3.8,6218.113573,112,1236.2,4170223.462,0
7.1,6219.098309,114,1236.4,5977817.607,0
23.8,6220.768236,116,1236.6,15167665.05,0
15.8,6220.968586,118,1236.8,10947795.5,0
11.3,6221.816194,120,1237.0,8555505.06,0
7.5,6222.149516,122,1237.2,6479466.938,0
4.2,6224.092428,124,1237.4,4624814.276,0
15.0,6225.443139,126,1237.6,11077698.63,0
17.5,6225.799962,128,1237.8,12727943.17,0
23.8,6227.70406,130,1238.0,16757608.67,0
16.3,6229.456645,132,1238.2,12319321.12,0
15.5,6231.056432,134,1238.4,11971011.73,0
22.8,6232.966211,136,1238.6,16804902.16,0
22.8,6233.290842,138,1238.8,17021262.25,0
16.3,6233.640549,140,1239.0,12944241.63,0
16.3,6234.139157,142,1239.2,13099450.94,0
10.8,6235.395744,144,1239.4,9518507.699,0
10.8,6236.220342,146,1239.6,9622071.288,0
10.8,6236.776344,148,1239.8,9725243.098,0
10.8,6237.099009,150,1240.0,9828065.472,0
15.8,6238.100577,152,1240.2,13520302.13,0
19.3,6238.168226,154,1240.4,16214904.69,0
21.0,6239.736141,156,1240.6,17654092.92,0
10.8,6241.597355,158,1240.8,10244725.81,0
10.8,6241.682298,160,1241.0,10347259.65,0
15.8,6242.727686,162,1241.2,14278637.63,0
8.1,6243.884915,164,1241.4,8463163.422,0
15.6,6244.728954,166,1241.6,14425714.09,0
21.7,6245.094834,168,1241.8,19418381.76,0
23.8,6246.868194,170,1242.0,21317384.65,0
15.8,6246.972429,172,1242.2,15037162.01,0
8.1,6248.463793,174,1242.4,8854206.456,0
11.9,6249.686073,176,1242.6,12096509.47,0
12.5,6251.234561,178,1242.8,12717782.33,0
10.5,6252.729208,180,1243.0,11135771.62,0
16.5,6254.026391,182,1243.2,16406854.74,0
13.8,6254.072979,184,1243.4,14211901.47,0
11.9,6255.764708,186,1243.6,12673485.41,0
15.8,6257.507491,188,1243.8,16262646.6,0
15.6,6257.703533,190,1244.0,16233196.54,0
16.3,6259.4969,192,1244.2,17022760.14,0
16.3,6259.798264,194,1244.4,17178388.21,0
7.5,6261.242795,196,1244.6,9163381.165,0
10.8,6261.674285,198,1244.8,12332127.06,0
10.8,6263.466741,200,1245.0,12438409.02,0
16.3,6264.190888,202,1245.2,17810111.18,0
3.8,6265.189268,204,1245.4,5875842.153,0
10.8,6265.888536,206,1245.6,12751592.94,0
